web-scraper-order,web-scraper-start-url,menu_bar,menu_bar-href,health_topics,health_topics-href,news_articles,news_articles-href,title,author,date,content
"1597635514-445","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Is Your Bread Really 'Whole Grain'? Maybe Not","https://www.webmd.com/diet/news/20200810/is-it-really-whole-grain-food-labels-often-misleading","Is Your Bread Really 'Whole Grain'? Maybe Not","By Dennis Thompson 
HealthDay Reporter","MONDAY, Aug. 10, 2020 (HealthDay News) -- Folks who want to eat healthy by choosing whole grain foods aren't helped by product labels that can confuse and mislead consumers, a new study shows.","Wilde and his colleagues used two different methods to test consumer savvy when it comes to picking whole grain products."
"1597634870-365","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:","To figure out which scoring method gave the correct diagnosis, the researchers looked for plaque deposits in the brain that signal the presence of Alzheimer’s. Women who had MCI based on sex-specific scores, but not based on standard scoring, had Alzheimer’s-related plaques in their brains. Men who were normal by sex-specific standards had no plaques in their brains."
"1597635318-407","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","Many Teens Suffer 'Digital Dating Abuse'","https://www.webmd.com/sex-relationships/news/20200219/texting-trauma-many-teens-suffer-digital-dating-abuse","Many Teens Suffer 'Digital Dating Abuse'","By Amy Norton 
HealthDay Reporter","WEDNESDAY, Feb. 19, 2020 (HealthDay News) -- Many U.S. teenagers may be using their smartphones to harass, humiliate or otherwise abuse their dating partners.","The new findings, from a nationally representative survey, give a better sense of how common the problem is among U.S. teens, Hinduja said."
"1597635359-424","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","More Young Americans Are Going Without Sex","https://www.webmd.com/sex-relationships/news/20200612/more-young-americans-are-going-without-sex","More Young Americans Are Going Without Sex","null","FRIDAY, June 12, 2020 (HealthDay News) -- Sex, and lots of it, has long been the primary preoccupation of young adults, but more of them are now going months and years without any intimate encounters.","""It is important to distinguish between a decrease in sexual frequency among those who are sexually active and an increase in those who do not have sex at all,"" said lead researcher Dr. Peter Ueda, a physician-researcher at the Karolinska Institute in Sweden."
"1597634681-318","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Excess Weight: 'Unexpected' Boys' Puberty Effect","https://teens.webmd.com/boys/news/20160127/excess-weight-has-unexpected-effect-on-puberty-onset-in-boys","Excess Weight: 'Unexpected' Boys' Puberty Effect","By Dennis Thompson","WEDNESDAY, Jan. 27, 2016 (HealthDay News) -- Excess weight can delay or speed up puberty in young boys, depending on how many extra pounds they carry, a new study suggests.","The boys were judged as overweight or obese based on guidelines from the U.S. Centers for Disease Control and Prevention. Obese boys had a body-mass index (BMI, a ratio of weight to height) that placed them in the heaviest 5 percent of all boys their age, while boys judged overweight had a BMI that placed them in the 85th to 95th percentile of males their age."
"1597635490-430","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Coffee: Good for You or Not?","https://www.webmd.com/diet/news/20200722/coffee-good-for-you-or-not","Coffee: Good for You or Not?","By Amy Norton 
HealthDay Reporter","WEDNESDAY, July 22, 2020 (HealthDay News) -- Coffee has been tied to many potential health benefits, but people should drink it for pleasure, and not disease prevention.","""Moderate"" is the key, however. Too much caffeine can disrupt sleep or make people jittery."
"1597634655-301","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Front-of-Head Hits Blamed for Nearly Half of Young Football Player Concussions","https://teens.webmd.com/boys/news/20140811/front-of-head-hits-blamed-for-nearly-half-of-young-football-player-concussions","Front-of-Head Hits and Young Football Players","By Randy Dotinga","MONDAY, Aug. 11, 2014 (HealthDay News) -- High school football players are more likely to lose consciousness after concussions if they get hit at the top of the head compared to the sides, back or front, according to a new study.","The findings support a growing movement for safer tackling. Football players are more likely to get hit at the top of the head if they tackle with their heads down, according to the study."
"1597635134-394","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Balance","https://www.webmd.com/balance/default.htm","Many Stay Optimistic for Most of Their Lives","https://www.webmd.com/balance/news/20200806/many-stay-optimistic-until-old-age-hits","Many Stay Optimistic for Most of Their Lives","By Robert Preidt 
HealthDay Reporter","THURSDAY, Aug. 6, 2020 (HealthDay News) -- People tend to be optimistic for most of their life, even when they have to cope with serious challenges, a new study finds.","""Even people with fairly bad circumstances, who have had tough things happen in their lives, look to their futures and life ahead and felt optimistic,"" he added in a university news release."
"1597635538-452","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Fast Food Makes an Unhealthy Comeback Among Kids","https://www.webmd.com/diet/news/20200814/fast-food-makes-an-unhealthy-comeback-among-kids","Fast Food Makes an Unhealthy Comeback Among Kids","By Amy Norton 
HealthDay Reporter","FRIDAY, Aug. 14, 2020 (HealthDay News) -- After a period of improvement, U.S. kids are eating as much fast food as they were in the early 2000s, new government figures show.","Admittedly, she said, it is hard to get a handle on how often kids encounter fast-food promotions on their smartphones."
"1597634655-303","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Front-of-Head Hits Blamed for Nearly Half of Young Football Player Concussions","https://teens.webmd.com/boys/news/20140811/front-of-head-hits-blamed-for-nearly-half-of-young-football-player-concussions","Front-of-Head Hits and Young Football Players","By Randy Dotinga","MONDAY, Aug. 11, 2014 (HealthDay News) -- High school football players are more likely to lose consciousness after concussions if they get hit at the top of the head compared to the sides, back or front, according to a new study.","Experts are paying more attention to concussions at all levels of football because of increasing awareness about the risks of permanent brain injury."
"1597635084-391","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Balance","https://www.webmd.com/balance/default.htm","Does Having a Sense of Purpose Improve Your Health?","https://www.webmd.com/balance/features/sense-purpose-health","Does Having a Sense of Purpose Improve Your Health?","","null","What’s more, “Well-being is a skill, and it’s one we can practice,” he adds. “The scale the researchers use in the study for finding meaning includes statements like ‘My life has a clear sense of purpose.’ It doesn’t say what that purpose has to be.”"
"1597634681-309","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Excess Weight: 'Unexpected' Boys' Puberty Effect","https://teens.webmd.com/boys/news/20160127/excess-weight-has-unexpected-effect-on-puberty-onset-in-boys","Excess Weight: 'Unexpected' Boys' Puberty Effect","By Dennis Thompson","WEDNESDAY, Jan. 27, 2016 (HealthDay News) -- Excess weight can delay or speed up puberty in young boys, depending on how many extra pounds they carry, a new study suggests.","HealthDay Reporter"
"1597634785-345","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","The Pros and Cons of Testosterone Therapy","https://www.webmd.com/men/features/testosterone-therapy-pros-cons","The Pros and Cons of Testosterone Therapy","","null","“There are health implications for very low levels,” he says. “It’s very important to have an open discussion about the benefits and the risks of HRT.”"
"1597635490-428","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Coffee: Good for You or Not?","https://www.webmd.com/diet/news/20200722/coffee-good-for-you-or-not","Coffee: Good for You or Not?","By Amy Norton 
HealthDay Reporter","WEDNESDAY, July 22, 2020 (HealthDay News) -- Coffee has been tied to many potential health benefits, but people should drink it for pleasure, and not disease prevention.","""The impact of coffee consumption on health is important because there are few other dietary factors that so many people across the world are so frequently exposed to,"" said Rob van Dam, the lead author on the review."
"1597634785-341","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","The Pros and Cons of Testosterone Therapy","https://www.webmd.com/men/features/testosterone-therapy-pros-cons","The Pros and Cons of Testosterone Therapy","","null","In 2014, the FDA ordered that a warning label must accompany TRT prescriptions, alerting men to the possibility that TRT increases the chances of heart attack and stroke. More recently, a study linked TRT to higher chances of venous thromboembolism, a potentially fatal type of blood clot."
"1597635134-399","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Balance","https://www.webmd.com/balance/default.htm","Many Stay Optimistic for Most of Their Lives","https://www.webmd.com/balance/news/20200806/many-stay-optimistic-until-old-age-hits","Many Stay Optimistic for Most of Their Lives","By Robert Preidt 
HealthDay Reporter","THURSDAY, Aug. 6, 2020 (HealthDay News) -- People tend to be optimistic for most of their life, even when they have to cope with serious challenges, a new study finds.","""You find a job, you meet your significant other, you achieve your goals and so on. You become more autonomous and you are somewhat in control of your future; so, you tend to expect things to turn out well,"" Chopik noted."
"1597634958-384","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Court: Employers Can Refuse Birth Control Coverage","https://www.webmd.com/sex/birth-control/news/20200708/court-employers-can-refuse-birth-control-coverage","Court: Employers Can Refuse Birth Control Coverage","July 8, 2020 -- More than 70,000 U.S. women could be left without cost-free birth control after the Supreme Court upheld a Trump administration policy change that permits some employers to refuse to provide contraceptive coverage on religious or moral grounds.","null","Lower courts had previously blocked the administration's changes to a requirement in the Affordable Care Act, but the Supreme Court on Wednesday ruled 7-2 in favor of the administration, the Associated Press reported."
"1597635084-389","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Balance","https://www.webmd.com/balance/default.htm","Does Having a Sense of Purpose Improve Your Health?","https://www.webmd.com/balance/features/sense-purpose-health","Does Having a Sense of Purpose Improve Your Health?","","null","But if you’re thinking, “Wait a minute! So now I have to worry that if I don’t have some lofty sense of purpose, it’s going to make me sick?” hold on. Don’t stress about that on top of everything else, Goldberg urges. First, it’s hard to tell cause and effect from the study. Are people who are struggling to find meaning in their lives less healthy as a result -- or is it harder for people to identify meaning or purpose in life when they’re having major health challenges? “Very likely, it goes both ways,” Goldberg says."
"1597635359-423","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","More Young Americans Are Going Without Sex","https://www.webmd.com/sex-relationships/news/20200612/more-young-americans-are-going-without-sex","More Young Americans Are Going Without Sex","null","FRIDAY, June 12, 2020 (HealthDay News) -- Sex, and lots of it, has long been the primary preoccupation of young adults, but more of them are now going months and years without any intimate encounters.","The report was published online June 12 in JAMA Network Open."
"1597634809-356","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Leonardo's Vitruvian Man Close to Modern Measures","https://www.webmd.com/men/news/20200610/leonardos-vitruvian-man-close-to-modern-measures","Leonardo's Vitruvian Man Close to Modern Measures","null","TUESDAY, June 9, 2020 (HealthDay News) -- More than five centuries ago, Renaissance master Leonardo da Vinci produced a now-famous image of what he considered the perfectly proportioned male body: the ""Vitruvian Man.""","Also, ""Leonardo da Vinci's notes and conclusions did not distinguish whether his insights were derived from a single individual or were aggregated,"" the researchers said. It's not even clear what reference measurement points on the male body Leonardo was working with."
"1597635586-464","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Food & Recipes","https://www.webmd.com/food-recipes/default.htm","Hundreds Sickened by Parasite in Bagged Salad","https://www.webmd.com/food-recipes/food-poisoning/news/20200727/hundreds-sickened-by-parasite-in-bagged-salad","Hundreds Sickened by Parasite in Bagged Salad","July 27, 2020 -- An outbreak in bagged salads has sickened 641 people in 11 states, the FDA says.","null","FDA.gov: “Outbreak Investigation of Cyclospora: Bagged Salads (June 2020).”"
"1597634870-373","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:","“If you have mild cognitive impairment, it doesn’t necessarily mean that you are on the path to Alzheimer’s disease. It’s only a risk factor.”"
"1597634708-327","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Stress-Prone Teen Boys May Risk High BP Later","https://teens.webmd.com/boys/news/20160201/stress-prone-teen-males-may-be-at-risk-of-high-blood-pressure-later","Stress-Prone Teen Boys May Risk High BP Later","By Robert Preidt","","Men who had low stress-resilience scores and a high BMI at age 18 had a more than tripled risk of high blood pressure later in life than those who had high stress-resilience scores and normal BMI at age 18, the findings showed."
"1597634708-325","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Stress-Prone Teen Boys May Risk High BP Later","https://teens.webmd.com/boys/news/20160201/stress-prone-teen-males-may-be-at-risk-of-high-blood-pressure-later","Stress-Prone Teen Boys May Risk High BP Later","By Robert Preidt","","During the study period, about 93,000 of the men were diagnosed with high blood pressure. The average age at diagnosis was 49, the researchers said."
"1597634328-282","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Sepsis in Children","https://www.webmd.com/children/features/sepsis-children","Sepsis in Children","","Kissoon says one critical problem with sepsis is making a diagnosis. “The signs and symptoms initially can be very subtle, and many a time, we misdiagnose children and we think they have a common cold,” he says.","One very susceptible group: children."
"1597634785-346","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","The Pros and Cons of Testosterone Therapy","https://www.webmd.com/men/features/testosterone-therapy-pros-cons","The Pros and Cons of Testosterone Therapy","","null",""
"1597634870-369","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:",""
"1597634809-347","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Leonardo's Vitruvian Man Close to Modern Measures","https://www.webmd.com/men/news/20200610/leonardos-vitruvian-man-close-to-modern-measures","Leonardo's Vitruvian Man Close to Modern Measures","null","TUESDAY, June 9, 2020 (HealthDay News) -- More than five centuries ago, Renaissance master Leonardo da Vinci produced a now-famous image of what he considered the perfectly proportioned male body: the ""Vitruvian Man.""","The drawing was inspired by even earlier pondering on the perfect human form by first-century A.D. Roman architect Vitruvius."
"1597634870-375","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:","Neurology: “Sex-specific norms for verbal memory tests may improve diagnostic accuracy of amnestic MCI.”"
"1597634870-372","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:","“Express the changes about how your cognition has changed over time as specifically as possible.”"
"1597634809-351","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Leonardo's Vitruvian Man Close to Modern Measures","https://www.webmd.com/men/news/20200610/leonardos-vitruvian-man-close-to-modern-measures","Leonardo's Vitruvian Man Close to Modern Measures","null","TUESDAY, June 9, 2020 (HealthDay News) -- More than five centuries ago, Renaissance master Leonardo da Vinci produced a now-famous image of what he considered the perfectly proportioned male body: the ""Vitruvian Man.""","But how close did Leonardo get to reality? To find out, Thomas and her colleagues had thousands of highly fit U.S. Air Force training recruits, ages 17 to 21, undergo high-tech 3D body scanning to determine average measurements."
"1597635359-421","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","More Young Americans Are Going Without Sex","https://www.webmd.com/sex-relationships/news/20200612/more-young-americans-are-going-without-sex","More Young Americans Are Going Without Sex","null","FRIDAY, June 12, 2020 (HealthDay News) -- Sex, and lots of it, has long been the primary preoccupation of young adults, but more of them are now going months and years without any intimate encounters.","Among those aged 25 to 34, sexual inactivity doubled among men (7% to 14%) and nearly doubled among women (7% to 13%) during the same two decades, the researchers reported."
"1597635318-408","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","Many Teens Suffer 'Digital Dating Abuse'","https://www.webmd.com/sex-relationships/news/20200219/texting-trauma-many-teens-suffer-digital-dating-abuse","Many Teens Suffer 'Digital Dating Abuse'","By Amy Norton 
HealthDay Reporter","WEDNESDAY, Feb. 19, 2020 (HealthDay News) -- Many U.S. teenagers may be using their smartphones to harass, humiliate or otherwise abuse their dating partners.","""This helps clarify what's going on with youth who are in romantic relationships,"" he said."
"1597635514-438","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Is Your Bread Really 'Whole Grain'? Maybe Not","https://www.webmd.com/diet/news/20200810/is-it-really-whole-grain-food-labels-often-misleading","Is Your Bread Really 'Whole Grain'? Maybe Not","By Dennis Thompson 
HealthDay Reporter","MONDAY, Aug. 10, 2020 (HealthDay News) -- Folks who want to eat healthy by choosing whole grain foods aren't helped by product labels that can confuse and mislead consumers, a new study shows.","Almost half were unable to identify the healthier whole grain option when asked to rely on food package labels, researchers discovered."
"1597634809-349","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Leonardo's Vitruvian Man Close to Modern Measures","https://www.webmd.com/men/news/20200610/leonardos-vitruvian-man-close-to-modern-measures","Leonardo's Vitruvian Man Close to Modern Measures","null","TUESDAY, June 9, 2020 (HealthDay News) -- More than five centuries ago, Renaissance master Leonardo da Vinci produced a now-famous image of what he considered the perfectly proportioned male body: the ""Vitruvian Man.""","""Despite the different samples and methods of calculation, Leonardo da Vinci's ideal human body and the proportions obtained with contemporary measurements were similar,"" reported a team led by Diana Thomas, a mathematician at the U.S. Military Academy in West Point, N.Y."
"1597634708-320","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Stress-Prone Teen Boys May Risk High BP Later","https://teens.webmd.com/boys/news/20160201/stress-prone-teen-males-may-be-at-risk-of-high-blood-pressure-later","Stress-Prone Teen Boys May Risk High BP Later","By Robert Preidt","","MONDAY, Feb. 1, 2016 (HealthDay News) -- Young men who get stressed out easily appear to have a greater risk of high blood pressure later in life, a new study suggests."
"1597634708-326","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Stress-Prone Teen Boys May Risk High BP Later","https://teens.webmd.com/boys/news/20160201/stress-prone-teen-males-may-be-at-risk-of-high-blood-pressure-later","Stress-Prone Teen Boys May Risk High BP Later","By Robert Preidt","","Weight also seemed to play a role in the men's risk of developing high blood pressure. The investigators looked at each participant's body mass index (BMI), which is an estimate of body fat based on height and weight."
"1597634911-383","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Pregnancy Discharge: Color and Texture Changes","https://www.webmd.com/women/features/pregnancy-discharge-changes","Pregnancy Discharge: Color and Texture Changes","","null","Near the end of your pregnancy, you might start to see a steadier stream of mucus from your vagina. It can be clear to cloudy or whitish in color or have a slight pink color. Or, one large glob of mucus might pop out. This is your mucus plug, which blocked the opening to your cervix to prevent bacteria from entering during your pregnancy. “As the cervix gets ready [for labor], it loses the mucus plug that’s been protective up to this point,” Hernandez says."
"1597634911-381","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Pregnancy Discharge: Color and Texture Changes","https://www.webmd.com/women/features/pregnancy-discharge-changes","Pregnancy Discharge: Color and Texture Changes","","null","Some women go overboard on the hygiene in an attempt to rid themselves of the extra discharge, with the opposite result of what they had intended. “They wash profusely or use stronger soaps. Those things can cause an imbalance in the pH of the vagina and cause infections,” Hernandez says. She advises washing with a warm, wet washcloth only. Avoid douching or using any strong cleaning products that contain perfumes, dyes, or harsh chemicals."
"1597635514-446","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Is Your Bread Really 'Whole Grain'? Maybe Not","https://www.webmd.com/diet/news/20200810/is-it-really-whole-grain-food-labels-often-misleading","Is Your Bread Really 'Whole Grain'? Maybe Not","By Dennis Thompson 
HealthDay Reporter","MONDAY, Aug. 10, 2020 (HealthDay News) -- Folks who want to eat healthy by choosing whole grain foods aren't helped by product labels that can confuse and mislead consumers, a new study shows.","In one experiment, they asked people to choose between two hypothetical products -- one product that contained a lot of whole grains but made no claims on the front of the package, and another that had lower overall whole grains but bore packaging selling itself as ""made with whole grains"" or ""multigrain"" or ""wheat."""
"1597635490-434","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Coffee: Good for You or Not?","https://www.webmd.com/diet/news/20200722/coffee-good-for-you-or-not","Coffee: Good for You or Not?","By Amy Norton 
HealthDay Reporter","WEDNESDAY, July 22, 2020 (HealthDay News) -- Coffee has been tied to many potential health benefits, but people should drink it for pleasure, and not disease prevention.","That's roughly the amount in 12 ounces of coffee."
"1597634655-308","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Front-of-Head Hits Blamed for Nearly Half of Young Football Player Concussions","https://teens.webmd.com/boys/news/20140811/front-of-head-hits-blamed-for-nearly-half-of-young-football-player-concussions","Front-of-Head Hits and Young Football Players","By Randy Dotinga","MONDAY, Aug. 11, 2014 (HealthDay News) -- High school football players are more likely to lose consciousness after concussions if they get hit at the top of the head compared to the sides, back or front, according to a new study.","However, athletes hit at the top of the head were more likely to be knocked unconscious (8 percent) compared to those smacked somewhere else on the head (3.5 percent lost consciousness)."
"1597635586-460","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Food & Recipes","https://www.webmd.com/food-recipes/default.htm","Hundreds Sickened by Parasite in Bagged Salad","https://www.webmd.com/food-recipes/food-poisoning/news/20200727/hundreds-sickened-by-parasite-in-bagged-salad","Hundreds Sickened by Parasite in Bagged Salad","July 27, 2020 -- An outbreak in bagged salads has sickened 641 people in 11 states, the FDA says.","null","Thirty-seven people have been hospitalized. Illnesses related to the salads have been reported in Georgia, Illinois, Iowa, Kansas, Minnesota, Missouri, Nebraska, North Dakota, Pennsylvania, South Dakota, and Wisconsin."
"1597635318-409","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","Many Teens Suffer 'Digital Dating Abuse'","https://www.webmd.com/sex-relationships/news/20200219/texting-trauma-many-teens-suffer-digital-dating-abuse","Many Teens Suffer 'Digital Dating Abuse'","By Amy Norton 
HealthDay Reporter","WEDNESDAY, Feb. 19, 2020 (HealthDay News) -- Many U.S. teenagers may be using their smartphones to harass, humiliate or otherwise abuse their dating partners.","""Many teenagers,"" Hinduja said, ""really don't know what they're doing when it comes to building healthy relationships."""
"1597634759-333","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Stop Avoiding That Doctor’s Appointment","https://www.webmd.com/men/features/men-avoiding-doctor-appointments","Stop Avoiding That Doctor’s Appointment","Guys, make time to visit the doctor.","What should I bring to my appointment?","Jevnikar says that a relationship with a doctor you trust may encourage you to be more open and forthright during appointments. About one in five men minimize the symptoms that bother them when speaking with a doctor. That may prevent the doctor from accurately diagnosing issues of concern."
"1597634785-337","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","The Pros and Cons of Testosterone Therapy","https://www.webmd.com/men/features/testosterone-therapy-pros-cons","The Pros and Cons of Testosterone Therapy","","null","The number of men who take testosterone has dropped dramatically in the past few years, in part because of growing awareness of the risks that may accompany it. Should you avoid it?"
"1597634328-284","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Sepsis in Children","https://www.webmd.com/children/features/sepsis-children","Sepsis in Children","","Kissoon says one critical problem with sepsis is making a diagnosis. “The signs and symptoms initially can be very subtle, and many a time, we misdiagnose children and we think they have a common cold,” he says.","Doctors are hoping to cut down on those deaths by educating themselves and parents about the symptoms, which can be vague and difficult to recognize. They can also vary drastically child to child, says Niranjan Kissoon, MD, vice chair of the Global Alliance for Sepsis and a member of the Sepsis Alliance advisory board."
"1597634655-305","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Front-of-Head Hits Blamed for Nearly Half of Young Football Player Concussions","https://teens.webmd.com/boys/news/20140811/front-of-head-hits-blamed-for-nearly-half-of-young-football-player-concussions","Front-of-Head Hits and Young Football Players","By Randy Dotinga","MONDAY, Aug. 11, 2014 (HealthDay News) -- High school football players are more likely to lose consciousness after concussions if they get hit at the top of the head compared to the sides, back or front, according to a new study.","In the new study, published online Aug. 11 in Pediatrics, researchers reviewed more than 2,500 reports of high school football-related concussions in the United States for the school years 2008-09 and 2012-13. All of the concussions resulted from player-to-player collisions -- almost 60 percent during games, the rest at practices."
"1597635134-397","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Balance","https://www.webmd.com/balance/default.htm","Many Stay Optimistic for Most of Their Lives","https://www.webmd.com/balance/news/20200806/many-stay-optimistic-until-old-age-hits","Many Stay Optimistic for Most of Their Lives","By Robert Preidt 
HealthDay Reporter","THURSDAY, Aug. 6, 2020 (HealthDay News) -- People tend to be optimistic for most of their life, even when they have to cope with serious challenges, a new study finds.","From the time people are 15 to almost 60 or 70, they become more and more optimistic, according to Chopik."
"1597635134-401","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Balance","https://www.webmd.com/balance/default.htm","Many Stay Optimistic for Most of Their Lives","https://www.webmd.com/balance/news/20200806/many-stay-optimistic-until-old-age-hits","Many Stay Optimistic for Most of Their Lives","By Robert Preidt 
HealthDay Reporter","THURSDAY, Aug. 6, 2020 (HealthDay News) -- People tend to be optimistic for most of their life, even when they have to cope with serious challenges, a new study finds.","""Retirement age is when people can stop working, have time to travel and to pursue their hobbies,"" Chopik said. ""But very surprisingly, people didn't really think that it would change the outlook of their lives for the better."""
