web-scraper-order,web-scraper-start-url,house_listings,house_listings-href,rental,rooms,bath,area,address,type,Description,listing_agent_name,listing_agent_phone,parking,date_available,cooling,heating,pets,deposit,laundry,image_url-src
1598219030-143,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1000 Rhode Island St APT 3, Lawrence, KS 66044",https://www.zillow.com/homedetails/1000-Rhode-Island-St-APT-3-Lawrence-KS-66044/2088617501_zpid/,$825 ,1,1,700,"1000 Rhode Island St APT 3,",Apartment for rent,"Large apartment! With in walking distance to down town Lawrence, close to shopping, restaurants, entertainment! Charming 1 bedroom apt. Large rooms! Whole second floor of duplex. Approx 700 sq ft. 2 blocks from downtown Lawrence. Quiet neighborhood. Off street parking, close to entertainment and dining. Large bathroom, updated kitchen with refrigerator, stove, disposal, microwave. Hardwood floors. Window a/c. Available September 15th. $825.00 per month, includes water/sewer/trash. Deposit $825.00, $50.00 application fee per person. On the corner with the ""Keebler Tree"". One cat o.k. with pet deposit and pet rent. No dogs. Non smokers. Upper floor apartment, involves some stairs. Call Allen with questions or for an appointment. Please, no texts. One small pet with pet deposit and pet rent. Non smokers. Water paid, tenant pays gas and electric.",Allen Kennedy,(913) 226-5741,Off street,14-Sep,Contact manager,Contact manager,Cats,$825 ,Contact manager,
1598219014-136,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1513 W 22nd Ter APT B, Lawrence, KS 66046",https://www.zillow.com/homedetails/1513-W-22nd-Ter-APT-B-Lawrence-KS-66046/2083529795_zpid/,$750 ,2,1,900,"Lawrence, KS 66046",Townhouse for rent,"This two bedroom, one bathroom is nestled in a neighborhood close to campus, dining and shopping. This home has all of the appliances you need, including a full size washer and dryer in unit. This unit comes with one reserved parking space at no additional cost! This spacious home will be ready for September 9th! We are pet friendly with an additional deposit and monthly pet rent. Please inquire about restrictions. Application is online, please email for link. Application fee is $35/person over 18. Tenant pays all utilities (gas, water, electric); maintenance, lawn care and snow removal provided",Berger Property Collection,(785) 390-8373,Off street,9-Sep,Other,Forced air,"Cats, small dogs",$750 ,In Unit,
1598219030-145,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1000 Rhode Island St APT 3, Lawrence, KS 66044",https://www.zillow.com/homedetails/1000-Rhode-Island-St-APT-3-Lawrence-KS-66044/2088617501_zpid/,$825 ,1,1,700,,Apartment for rent,"Large apartment! With in walking distance to down town Lawrence, close to shopping, restaurants, entertainment! Charming 1 bedroom apt. Large rooms! Whole second floor of duplex. Approx 700 sq ft. 2 blocks from downtown Lawrence. Quiet neighborhood. Off street parking, close to entertainment and dining. Large bathroom, updated kitchen with refrigerator, stove, disposal, microwave. Hardwood floors. Window a/c. Available September 15th. $825.00 per month, includes water/sewer/trash. Deposit $825.00, $50.00 application fee per person. On the corner with the ""Keebler Tree"". One cat o.k. with pet deposit and pet rent. No dogs. Non smokers. Upper floor apartment, involves some stairs. Call Allen with questions or for an appointment. Please, no texts. One small pet with pet deposit and pet rent. Non smokers. Water paid, tenant pays gas and electric.",Allen Kennedy,(913) 226-5741,Off street,14-Sep,Contact manager,Contact manager,Cats,$825 ,Contact manager,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598218904-91,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"625 Folks Rd APT 102, Lawrence, KS 66049",https://www.zillow.com/homedetails/625-Folks-Rd-APT-102-Lawrence-KS-66049/2088765834_zpid/,"$1,100 ",2,2,"1,200","625 Folks Rd APT 102,",Townhouse for rent,"Available October 1st. Move-in ready Town Home in quiet, upscale complex located in a great school district, close to shopping, restaurants, bus stop and Turnpike access. Includes fitness center, clubhouse, pool, lawn maintenance, snow removal and in-unit washer and dryer. Spacious floor plan on upper level with private deck and 1-car garage. Sorry, no pets allowed. 12-month lease is preferred but short-term is an option. Discount given if rent paid in full for lease term. Easy living at a great value!",Karyn Davis,(785) 766-4829,None,Contact manager,Central,Forced air,No,Contact manager,In Unit,
1598218928-102,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"900 Delaware St, Lawrence, KS 66044",https://www.zillow.com/homedetails/900-Delaware-St-Lawrence-KS-66044/312449496_zpid/,$896 ,2,2,878,"Lawrence, KS 66044",Apartment for rent,"9 Del Lofts has a 2 bedroom loft available. 9 Del Lofts offers Market Rate Lofts and Affordable Housing Lofts with income restrictions. Please call for details about qualifications for affordable housing. All Lofts feature; Stainless Steel appliance's, Granite Countertops, Dark Espresso Cabinets, and Ceiling fans. 9 Del Lofts features'; On Site laundry (located on each floor), fitness center, game room and a community room all with internet access. Please call for additional information. 9 Del Lofts pays water, trash, sewer and recycling. Resident pays electric.",9 Del Lofts,(785) 856-5657,None,Contact manager,Other,Forced air,"Cats, large dogs, small dogs",$300 ,Shared,
1598218840-63,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1100 1/2 Connecticut St, Lawrence, KS 66044",https://www.zillow.com/homedetails/1100-1-2-Connecticut-St-Lawrence-KS-66044/126647587_zpid/,"$1,395 ",3,2,"1,252","Lawrence, KS 66044",House for rent,"Charming turn of the Century 2 story beauty. Near Lawrence Art District, close to KU campus, walking distance to Mass. Street, downtown events, South Park entertainment areas. 3 bedroom, 2 full baths, plus office. Master on the main level. Sun porch overlooks (new) vinyl fenced backyard with cute ""she/he shed great for outdoor fun. Original hardwood just refinished, new interior paint, tile, updated HVAC, electrical, windows, vinyl sided. MUST HAVE GOOD CREDIT, $30 APPLICATION FEE, NO DOGS",Don J. Schmidt and Cheryl Baldwin,(785) 423-1881,None,Contact manager,Central,Forced air,No,Contact manager,Contact manager,
1598218911-94,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"Jayhawk Apartments - A6, A6",https://www.zillow.com/homedetails/1030-Missouri-St-A6-Lawrence-KS-66044/2078280466_zpid/,"$1,260+",2,2,986,"Jayhawk Apartments - A6, 1030 Missouri St #A6,",Apartment for rent,"This charming property has just undergone a comprehensive renovation! Brand new finishes, a washer and dryer in-unit and off-street parking is now available at one of the most convenient locations in Lawrence! - The Jayhawk Apartments are positioned in the heart of KU's campus, across the street from historic Memorial Stadium, and a few blocks west of vibrant, downtown Lawrence. Everything a student could want is within a short walk, and the view cannot be beat. - Please inquire right away as this property is filling up. We will follow up with answers to any questions you may have and a link to our online application. Securing your new home for Fall of 2020 is just a few clicks away!",Jayhawk Apts Listing Agent,(816) 354-1082,None,1-Sep,Other,Forced air,Contact manager,"$1,260 ",Contact manager,
1598218867-73,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1121 Tennessee St, Lawrence, KS 66044",https://www.zillow.com/homedetails/1121-Tennessee-St-Lawrence-KS-66044/117555939_zpid/,"$2,400 ",4,3,"2,145","1121 Tennessee St,",House for rent,"Fully renovated in 2020! This large historic Oread Neighborhood house is located between campus and downtown and has four bedroom with three full baths. It has beautiful interior elements including refinished wood floors, original woodwork, updated systems including heating, air conditioning, and new kitchen appliances. No Pets. No Smoking. Lease ends July 28th, 2021.",Eck Real Estate Services,(785) 390-8909,Off street,Available now,Other,Forced air,No,"$2,400 ",In Unit,
1598218828-58,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1647 University Dr, Lawrence, KS 66044",https://www.zillow.com/homedetails/1647-University-Dr-Lawrence-KS-66044/74579600_zpid/,"$1,950 ",4,3,"2,400",,House for rent,"Comfy home in fantastic neighborhood! Main floor office with lots of light. 4 large bedrooms, sunroom, remodeled kitchen, hardwood floors, and more. Large living areas, large yard, and plenty of parking. Updated windows & stainless steel appliances. Perfect for you! Located in one of the best neighborhoods in Lawrence. Very safe. No loud college parties - professors from KU live in this area. Serious inquires only.",Frank altomare,(913) 526-3857,Detached Garage,Available now,Other,Forced air,Contact manager,"$1,950 ",In Unit,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598218911-95,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"Jayhawk Apartments - A6, A6",https://www.zillow.com/homedetails/1030-Missouri-St-A6-Lawrence-KS-66044/2078280466_zpid/,"$1,260+",2,2,986,"Lawrence, KS 66044",Apartment for rent,"This charming property has just undergone a comprehensive renovation! Brand new finishes, a washer and dryer in-unit and off-street parking is now available at one of the most convenient locations in Lawrence! - The Jayhawk Apartments are positioned in the heart of KU's campus, across the street from historic Memorial Stadium, and a few blocks west of vibrant, downtown Lawrence. Everything a student could want is within a short walk, and the view cannot be beat. - Please inquire right away as this property is filling up. We will follow up with answers to any questions you may have and a link to our online application. Securing your new home for Fall of 2020 is just a few clicks away!",Jayhawk Apts Listing Agent,(816) 354-1082,None,1-Sep,Other,Forced air,Contact manager,"$1,260 ",Contact manager,
1598218867-74,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1121 Tennessee St, Lawrence, KS 66044",https://www.zillow.com/homedetails/1121-Tennessee-St-Lawrence-KS-66044/117555939_zpid/,"$2,400 ",4,3,"2,145","Lawrence, KS 66044",House for rent,"Fully renovated in 2020! This large historic Oread Neighborhood house is located between campus and downtown and has four bedroom with three full baths. It has beautiful interior elements including refinished wood floors, original woodwork, updated systems including heating, air conditioning, and new kitchen appliances. No Pets. No Smoking. Lease ends July 28th, 2021.",Eck Real Estate Services,(785) 390-8909,Off street,Available now,Other,Forced air,No,"$2,400 ",In Unit,
1598218987-128,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1632 W 20th St, Lawrence, KS 66046",https://www.zillow.com/homedetails/1632-W-20th-St-Lawrence-KS-66046/74562820_zpid/,null,5,2,"2,200","1632 W 20th St,",Off market,"Stainless steel appliances. Gas stove. Oak floors. 2 full baths. New furnace and a/c in 2016. 6 foot, pet inescapable back yard fence with large back yard. Covered front deck. Built in entertainment center. Pool table. Attic fan. Garage. Washer and Dryer hookups. Pets ok with conditions. Close to campus and Allen Field House! Driveway parking for 5+ cars. Conveniently located to everything since you are in the middle of town. Email for more info. May be seen at 1632 w 20th street. Inside may be seen by appointment only. No Section 8. Willing to discuss lower rent for long term rental (2 years +) Thanks for your interest in our property. For all potential residents we'd like to take the time to go over our expectations and also ask a series of questions we'll be asking any tenant wishing to apply to live in our residence. Please send an email back with your responses and any questions you may have. Our 6 requirements: 1. positive employer and landlord reference checks 2. good financial history 3. clean background check 4. clean eviction check 5. stable employment 6. sufficient income For any person expecting to be living here we'd like you and all potential residents to answer these questions for each person. Why are you moving? How long have you lived in your current residence? Where are the last 3 places you have resided and what were the dates of residence? When will you move in? What kind of work do you do? Where do you currently work? What is your monthly income? Do you have funds available for deposit and first month's rent? Could anything interrupt your ability to pay your rent? How many people will be living in the home? Will your employer and former landlord provide references? Will you and all parties living in the residence consent to a credit and background check? Have you ever been evicted? Have you ever broken a lease? How long are you expecting to stay in the residence? A year or longer? Are you willing and able to sign a 1 year lease or longer? What is your email address? Things We'd like you to consider and our Expectations (more of this will be provided in our Occupancy Policy) We consider this property our home and as such expect that all tenants who live in the home treat it as a home, with care and respect. By this we expect tenants to keep the premises clean, maintain the lawn. Treat all property with care and respect. All items left in your care shall not be sold and should be maintained. Good housekeeping - we expect our property to be maintained in a clean manner. ""Clean ""will be defined to mean free of dirt, grease, impurities, foul odors, or extraneous matter. This also means keeping the house free of an accumulation of trash/garbage as well as keeping the house free of fire hazards. No smoking in the home. Regular lawn maintenance Cleaning of gutters You are responsible for all your utilities including cable, electric, gas, water/sewer Responsible for providing and changing the filter for the AC Be good neighbors (i.e., no loud parties) Fees We all undergo hardships at some point but it's important to try not to make those hardships become hardships for others. This is a business and I'm required to also make payments on time. By prioritizing your rent payment this isn't an issue but by paying rent late, please recognize that this burden you have has now been transferred to us and the payments we must make with your rent check are now compromised and may now also be delayed. With that said we expect rent to be paid on the 15th of every month via Venmo. If rent is late the following fees will be applied. Lessee shall pay a $50 late fee between 1-5 days late, $75 late fee 6-20 days late, anything over 20 days is $100 late fee on unpaid balances received after the 15th of the month. Move in Information Residence will be available sometime between September 1- 6. Depending on move in date your rent may be prorated. Deposit is equal to 1 month rent - $1400 total TOTAL due up front (based on full months rent - could be prorated depending on move in date) $1400 deposit (refundable at the time of move out if no work or clean up required) $1400 September rent TOTAL $2800 Pets - We typically are ok with pets but we do ask a few things. Our expectation is that you will be a responsible pet owner by adhering to the following Pet must be vaccinated Pet must be under control at all times. This includes keeping the dog appropriately contained if work needs to be done inside or outside the home. Prevent excessive barking Clean up after the pet both inside and outside Do not leave the dog outside unsupervised for an unreasonable amount of time. Provide a profile of the pet: Name of Pet Weight of Pet Breed of Pet Age of Pet Spayed or Neutered? vaccinations? Background check and credit check will be required for all parties interested in living in the residence to be paid for by applicant but reimbursement may be considered should a rental agreement be reached. Background check includes a full credit report, a rental background check, SSN verification and address history, nationwide criminal and sex offender search, nationwide evictions, bankruptcies and income verification. When the report is complete they will send it back to us to review. We will review the report and check that it meets our criteria. We will notify if your application is approved or if it's denied. We expect open and honest communication and want to ensure that the environment you are living in is safe and thus we expect you to alert us of any issues. If after reading all this you are interested in walking through the house prior to submitting to a background check please let me know so we can set up a time. More photos coming soon.",null,null,1 space,1-Sep,Other,1-Sep,"Cats, small dogs","$1,400 ",No Data,
